"BirthYear","DeathYear","Description"
"1920","2014","English footballer"
"1920","1982","Dutch footballer and manager"
"1920","1990","Footballer"
"1920","2010","Footballer"
"1920","2002","English footballer and manager"
"1920","2001","American baseball player"
"1920","2008","American professional baseball player outfielder"
"1920","2004","Welsh footballer"
"1920","2000","English footballer"
"1920","2010","American baseball player"
"1920","2001","American baseball player"
"1920","2005","Welsh footballer"
"1920","1982","English footballer"
"1920","1982","English footballer"
"1920","1987","English footballer"
"1920","1997","Footballer"
"1920","2011","Footballer"
"1920","2001","Player of American football"
"1920","2001","American baseball player"
"1920","2005","American baseball player and coach"
"1920","2000","American baseball player and coach"
"1920","2008","American football player and coach"
"1920","2007","American football player"
"1920","1980","Scottish footballer"
"1920","1999","English footballer"
"1920","2012","American baseball player"
"1920","1967","American football player"
"1920","1999","Italian footballer"
"1920","1991","American baseball player"
"1920","2012","American Major League Baseball pitcher"
"1920","1985","American baseball player"
"1920","1995","Spanish football player/manager"
"1920","1987","Russian footballer"
"1920","1960","American baseball player"
"1920","1992","American baseball player"
"1920","1968","American baseball player"
"1920","2005","American baseball player"
"1920","1993","Association football player"
"1920","1990","American football player"
"1920","1975","Welsh footballer"
"1920","2008","American baseball player"
"1920","2012","American football player"
"1920","1997","German footballer and manager"
"1920","1998","Irish hurler"
"1920","1984","American baseball player and coach"
"1920","1997","American baseball player"
"1920","1997","American football player"
"1920","2007","Player of American football"
"1920","2003","English footballer"
"1920","2004","American baseball player and coach"
"1920","1959","English footballer"
"1920","1971","English footballer"
"1920","2009","Former professional footballer"
"1920","1943","American football player"
"1920","2010","All-American Girls Professional Baseball League player"
"1920","1955","English footballer"
"1920","2013","Association footballer"
"1920","2002","English footballer"
"1920","2010","English footballer"
"1920","2001","English footballer"
"1920","2001","English footballer"
"1920","1991","English footballer"
"1920","1999","American baseball player"
"1920","2001","Scottish footballer"
"1920","1980","English footballer and manager"
"1920","1992","footballer"
"1920","1994","Serbian footballer"
"1920","1994","Footballer"
"1920","1981","Player of American and Canadian football"
"1920","2002","American football player"
"1920","2009","Polish footballer"
"1920","2010","Chilean footballer"
"1920","1991","footballerr"
"1920","2010","American football player"
"1920","1995","American football player"
"1920","1959","Baseball player"
"1920","1987","American baseball player"
"1920","2013","American football player"
"1920","1970","Scottish footballer"
"1920","1991","American baseball player"
"1920","1996","American football player"
"1920","1978","footballer"
"1920","2009","American football player"
"1920","1985","Irish hurler"
"1920","1995","English footballer and football manager"
"1920","1991","German footballer and manager"
"1920","2002","American baseball player"
"1920","1983","Scottish footballer"
"1920","2013","Spanish football player/manager"
"1920","2010","footballer"
"1920","1986","American soccer player"
"1920","1979","Major League Baseball pitcher"
"1920","1988","English footballer"
"1920","2011","English footballer"
"1920","1955","English footballer"
"1920","1982","Footballer"
"1920","2007","Northern Irish footballer"
"1920","1998","Association footballer"
"1920","1990","English footballer"
"1920","2011","American baseball player"
"1920","1977","Major League Baseball shortstop"
"1920","1985","English footballer"
"1920","1997","American baseball player"
"1920","1992","American baseball player"
"1920","2005","Cuban baseball player"
"1920","1991","Uruguayan footballer"
"1920","1995","American baseball player"
"1920","2007","Italian footballer"
"1920","2002","Italian footballer"
"1920","1995","Italian footballer"
"1920","1970","American baseball player"
"1920","1990","English footballer and manager"
"1920","1976","Gaelic footballer"
"1920","1999","Scottish footballer"
"1920","1991","Scottish footballer"
"1920","1996","American baseball player and coach"
"1920","1992","Footballer"
"1920","1993","Footballer"
"1920","1976","American baseball player"
"1920","2012","American baseball player"
"1920","1992","American football player"
"1920","2007","American baseball player"
"1920","2001","English footballer"
"1920","1971","American baseball player"
"1920","2011","American baseball player"
"1920","2009","Dutch footballer"
"1920","1978","Footballer"
"1920","2001","Mexican footballer"
"1920","1963","American baseball player"
"1920","1986","Serbian footballer and coach"
"1920","1995","Romanian footballer"
"1921","2006","Footballer"
"1921","1966","Italian footballer"
"1921","1988","Croatian footballer"
"1921","1968","Footballer"
"1921","1991","American baseball player"
"1921","1986","English footballer"
"1921","1998","Irish hurler"
"1921","2013","English footballer and manager"
"1921","1982","American football player"
"1921","2006","Scottish footballer"
"1921","2007","English footballer"
"1921","2009","American baseball player"
"1921","2000","American baseball player"
"1921","2009","American wide receiver"
"1921","1988","Irish footballer"
"1921","1990","Professional footballer"
"1921","1982","American baseball player"
"1921","2008","Footballer"
"1921","1998","Baseball player"
